zip;state;city;lat;lng
64478;MO;Quitman;403.701;-95.072.909
64479;MO;Ravenwood;40.357.902;-9.468.051
64480;MO;Rea;40.059.263;-94.700.184
64481;MO;Ridgeway;40.399.896;-93.957.527
64482;MO;Rock Port;40.430.581;-95.527.403
64483;MO;Rosendale;40.039.853;-94.832.808
64484;MO;Rushville;39.565.272;-95.041.259
64485;MO;Savannah;39.916.774;-94.826.733
64486;MO;Sheridan;40.492.822;-94.570.149
64487;MO;Skidmore;4.028.961;-95.079.241
64489;MO;Stanberry;40.229.285;-94.538.691
64490;MO;Hemple;39.745.465;-9.451.779
64491;MO;Tarkio;40.441.841;-95.378.586
64492;MO;Trimble;39.487.067;-94.551.234
64493;MO;Turney;39.631.772;-94.297.241
64494;MO;Union Star;39.984.645;-94.578.732
64496;MO;Watson;40.477.985;-9.561.931
64497;MO;Weatherby;39.888.699;-94.254.959
64498;MO;Westboro;40.535.748;-95.313.419
64499;MO;Worth;404.173;-94.437.084
64501;MO;Saint Joseph;39.768.755;-94.838.488
64503;MO;Saint Joseph;39.733.987;-94.817.125
64504;MO;Saint Joseph;39.707.566;-94.867.749
64505;MO;Saint Joseph;39.796.532;-94.844.341
64506;MO;Saint Joseph;39.789.292;-94.804.314
64507;MO;Saint Joseph;39.755.052;-94.817.303
64601;MO;Chillicothe;39.796.569;-93.550.887
64620;MO;Altamont;39.905.017;-94.128.155
64621;MO;Avalon;39.668.183;-9.347.288
64622;MO;Bogard;39.499.354;-93.537.387
64623;MO;Bosworth;39.476.692;-93.333.521
64624;MO;Braymer;39.591.454;-9.378.868
64625;MO;Breckenridge;39.758.205;-93.806.794
64628;MO;Brookfield;39.784.612;-93.071.948
64630;MO;Browning;40.028.983;-93.160.661
64631;MO;Bucklin;39.800.563;-9.289.281
64632;MO;Cainsville;40.457.768;-93.759.047
64633;MO;Carrollton;39.367.334;-93.492.626
64635;MO;Chula;39.922.606;-93.484.095
64636;MO;Coffey;40.099.928;-94.025.151
64637;MO;Cowgill;39.564.314;-93.929.469
64638;MO;Dawn;39.666.506;-93.596.405
64639;MO;De Witt;39.358.978;-93.301.583
64640;MO;Gallatin;39.902.486;-93.978.748
64641;MO;Galt;4.014.398;-93.395.261
64642;MO;Gilman City;40.145.005;-93.831.979
64643;MO;Hale;39.595.302;-9.334.448
64644;MO;Hamilton;39.736.412;-93.990.898
64645;MO;Harris;40.307.519;-93.350.106
64646;MO;Humphreys;40.114.448;-93.301.455
64647;MO;Jameson;40.004.615;-93.959.747
64648;MO;Jamesport;39.983.724;-93.780.048
64649;MO;Kidder;39.757.039;-94.130.005
64650;MO;Kingston;396.508;-94.082.694
64651;MO;Laclede;397.837;-93.167.971
64652;MO;Laredo;40.014.397;-93.440.676
64653;MO;Linneus;39.909.945;-93.188.529
64654;MO;Lock Springs;39.907.396;-93.797.697
64655;MO;Lucerne;40.438.182;-93.286.654
64656;MO;Ludlow;39.655.064;-93.704.578
64657;MO;Mc Fall;40.105.071;-94.300.259
64658;MO;Marceline;39.712.485;-92.945.502
64659;MO;Meadville;39.779.468;-93.301.389
64660;MO;Mendon;39.582.849;-93.089.168
64661;MO;Mercer;40.516.917;-93.524.197
64664;MO;Mooresville;3.974.249;-9.371.693
64665;MO;Mount Moriah;40.329.164;-93.814.252
64667;MO;Newtown;40.361.227;-93.307.279
64668;MO;Norborne;39.329.903;-9.367.609
64670;MO;Pattonsburg;40.042.756;-94.134.295
64671;MO;Polo;39.564.697;-94.074.303
64672;MO;Powersville;40.527.155;-93.284.436
64673;MO;Princeton;40.385.533;-93.577.394
64674;MO;Purdin;39.952.948;-9.317.002
64676;MO;Rothville;39.662.666;-93.046.683
64677;MO;Saint Catharine;39.800.017;-9.299.295
64679;MO;Spickard;40.239.985;-93.550.291
64681;MO;Sumner;39.654.992;-93.224.128
64682;MO;Tina;39.551.751;-9.346.475
64683;MO;Trenton;40.082.335;-93.608.634
64686;MO;Utica;39.741.742;-93.628.897
64688;MO;Wheeling;39.801.137;-93.386.835
64689;MO;Winston;3.984.995;-94.148.747
64701;MO;Harrisonville;3.864.193;-9.432.852
64720;MO;Adrian;38.412.473;-94.368.336
64722;MO;Amoret;38.260.508;-94.573.423
64723;MO;Amsterdam;38.395.385;-94.576.282
64724;MO;Appleton City;38.184.779;-940.229
64725;MO;Archie;38.498.612;-94.362.992
64726;MO;Blairstown;38.522.701;-93.964.102
64728;MO;Bronaugh;37.69;-9.448.603
64730;MO;Butler;38.271.245;-9.431.375
64733;MO;Chilhowee;38.612.604;-93.865.325
64734;MO;Cleveland;3.868.977;-945.695
64735;MO;Tightwad;38.368.811;-93.758.906
64738;MO;Collins;37.880.998;-93.660.849
64739;MO;Creighton;38.507.754;-94.092.604
64740;MO;Deepwater;38.243.164;-93.730.281
64741;MO;Deerfield;3.782.109;-94.484.845
64742;MO;Drexel;38.495.625;-94.592.765
64744;MO;El Dorado Spring;37.858.517;-94.030.091
64745;MO;Foster;3.817.338;-94.537.067
64746;MO;Freeman;38.624.549;-94.495.561
64747;MO;Garden City;38.568.082;-94.182.532
64748;MO;Golden City;37.399.535;-94.102.683
64750;MO;Harwood;37.953.028;-94.140.194
64751;MO;Horton;37.995.078;-94.396.438
64752;MO;Stotesbury;38.059.635;-94.561
64755;MO;Jasper;37.318.224;-94.273.126
64756;MO;Jerico Springs;37.661.343;-94.012.912
64759;MO;Iantha;37.500.221;-94.270.253
64760;MO;Latour;38.634.847;-94.045.721
64761;MO;Leeton;38.614.113;-93.712.321
64762;MO;Liberal;37.572.453;-94.520.377
64763;MO;Lowry City;38.140.443;-93.711.352
64767;MO;Milo;37.744.559;-94.304.632
64769;MO;Mindenmines;37.451.987;-94.575.573
64770;MO;Montrose;38.259.702;-93.995.239
64771;MO;Moundville;37.747.637;-94.449.645
64772;MO;Nevada;37.840.853;-94.357.127
64776;MO;Osceola;38.028.553;-93.753.621
64778;MO;Richards;37.906.111;-94.559.227
64779;MO;Rich Hill;3.809.438;-94.363.454
64780;MO;Rockville;38.076.583;-94.129.904
64783;MO;Schell City;38.009.403;-9.415.791
64784;MO;Sheldon;37.683.969;-94.254.835
64788;MO;Urich;3.844.489;-9.397.847
64790;MO;Walker;37.893.023;-94.229.301
64801;MO;Joplin;37.096.858;-94.505.144
64804;MO;Joplin;37.046.454;-94.510.252
64831;MO;Anderson;36.669.224;-94.476.648
64832;MO;Asbury;37.294.168;-94.565.484
64833;MO;Avilla;37.194.709;-94.117.043
64834;MO;Carl Junction;37.179.479;-9.455.502
64835;MO;Carterville;37.150.734;-94.435.938
64836;MO;Carthage;37.159.686;-94.311.232
64840;MO;Diamond;37.005.993;-9.432.041
64842;MO;Fairview;36.825.419;-94.091.203
64843;MO;Goodman;36.732.335;-9.439.855
64844;MO;Granby;36.906.562;-94.264.349
64847;MO;Lanagan;36.605.956;-944.551
64848;MO;La Russell;3.717.387;-94.032.874
64850;MO;Neosho;36.870.634;-94.386.218
64854;MO;Noel;36.541.668;-94.490.627
64855;MO;Oronogo;37.243.288;-94.446.246
64856;MO;Jane;36.580.243;-94.351.461
64859;MO;Reeds;37.122.477;-94.161.272
64861;MO;Rocky Comfort;36.717.546;-94.109.066
64862;MO;Sarcoxie;37.072.382;-9.411.514
64863;MO;South West City;36.531.924;-94.596.141
64865;MO;Seneca;36.844.169;-94.559.367
64866;MO;Stark City;36.878.538;-94.154.811
64867;MO;Stella;36.751.553;-9.420.858
64868;MO;Tiff City;36.664.447;-94.593.437
64870;MO;Webb City;37.144;-94.472.683
64873;MO;Wentworth;36.980.702;-94.132.169
64874;MO;Wheaton;36.765.145;-9.404.916
65001;MO;Argyle;38.298.619;-92.015.456
65010;MO;Ashland;38.787.771;-92.253.662
65011;MO;Barnett;38.396.696;-92.668.594
65013;MO;Belle;38.271.108;-91.730.299
65014;MO;Bland;38.307.383;-91.626.334
65016;MO;Bonnots Mill;38.553.282;-91.929.341
65017;MO;Brumley;38.070.914;-92.474.732
65018;MO;California;38.622.369;-92.545.558
65020;MO;Camdenton;38.018.534;-92.767.744
65023;MO;Centertown;38.629.705;-92.399.521
65024;MO;Chamois;38.652.683;-9.176.968
65025;MO;Clarksburg;38.643.156;-92.672.925
65026;MO;Eldon;38.340.127;-92.573.619
65032;MO;Eugene;38.359.849;-92.368.853
65034;MO;Fortuna;38.574.391;-92.784.948
65035;MO;Freeburg;38.355.085;-91.927.605
65037;MO;Gravois Mills;38.258.445;-92.823.029
65039;MO;Hartsburg;38.715.902;-92.286.377
65040;MO;Henley;38.388.133;-92.312.303
65041;MO;Bay;38.668.381;-91.467.717
65042;MO;High Point;38.478.237;-92.600.514
65043;MO;Holts Summit;38.632.784;-92.116.345
65046;MO;Jamestown;38.779.292;-92.480.651
65047;MO;Kaiser;38.163.673;-92.579.869
65048;MO;Koeltztown;38.323.526;-92.048.365
65049;MO;Four Seasons;38.209.127;-92.677.555
65050;MO;Latham;38.550.035;-92.653.647
65051;MO;Linn;38.473.855;-9.181.945
65052;MO;Linn Creek;38.060.524;-92.683.077
65053;MO;Lohman;38.548.434;-92.384.216
65054;MO;Loose Creek;38.471.715;-91.959.126
65058;MO;Meta;38.250.039;-92.135.797
65059;MO;Mokane;38.699.839;-91.886.815
65061;MO;Morrison;38.605.967;-91.657.972
65062;MO;Mount Sterling;38.538.786;-91.610.315
65063;MO;New Bloomfield;38.709.996;-92.082.983
65064;MO;Olean;38.400.059;-9.253.031
65065;MO;Osage Beach;3.813.805;-92.666.427
65066;MO;Owensville;38.351.119;-91.486.679
65067;MO;Portland;38.784.701;-91.700.567
65068;MO;Prairie Home;38.825.331;-92.597.376
65069;MO;Rhineland;38.763.811;-91.515.105
65072;MO;Rocky Mount;38.291.057;-92.705.921
65074;MO;Russellville;38.500.534;-92.429.122
65075;MO;Saint Elizabeth;38.271.244;-92.263.503
65076;MO;Saint Thomas;38.391.246;-92.189.382
65077;MO;Steedman;38.756.604;-91.788.837
65078;MO;Stover;38.441.352;-92.994.667
65079;MO;Sunrise Beach;38.155.845;-92.785.395
65080;MO;Tebbetts;38.640.193;-91.967.316
65081;MO;Tipton;38.654.839;-92.781.448
65082;MO;Tuscumbia;38.238.881;-92.491.739
65083;MO;Ulman;38.134.141;-92.463.979
65084;MO;Versailles;38.436.491;-92.825.835
65085;MO;Westphalia;38.426.968;-92.039.221
65101;MO;Jefferson City;38.546.212;-92.152.462
65109;MO;Jefferson City;38.577.272;-92.244.298
65201;MO;Columbia;38.938.176;-92.304.865
65202;MO;Columbia;38.995.019;-92.311.204
65203;MO;Columbia;3.893.482;-92.363.865
65230;MO;Armstrong;39.256.585;-92.708.976
65231;MO;Auxvasse;39.012.184;-91.885.801
65232;MO;Benton City;39.120.886;-91.766.124
65233;MO;Boonville;3.895.364;-92.744.973
65236;MO;Brunswick;39.437.424;-93.118.694
65237;MO;Bunceton;38.746.754;-92.792.695
65239;MO;Cairo;3.951.141;-92.440.027
65240;MO;Centralia;39.196.089;-92.147.244
65243;MO;Clark;39.315.293;-92.382.706
65244;MO;Clifton Hill;39.425.985;-92.667.676
65246;MO;Dalton;3.940.346;-92.994.366
65247;MO;Excello;39.645.543;-92.475.705
65248;MO;Fayette;39.143.041;-92.658.287
65250;MO;Franklin;39.066.818;-92.831.596
65251;MO;Fulton;38.851.821;-9.196.055
65254;MO;Glasgow;39.225.736;-92.831.812
65255;MO;Hallsville;39.105.429;-92.223.855
65256;MO;Harrisburg;39.120.312;-92.440.955
65257;MO;Higbee;39.305.521;-92.516.309
65258;MO;Holliday;39.490.436;-92.131.759
65259;MO;Huntsville;39.435.371;-92.552.992
65260;MO;Jacksonville;39.579.076;-92.431.536
65261;MO;Keytesville;39.479.388;-92.930.187
65262;MO;Kingdom City;3.895.508;-91.952.008
65263;MO;Madison;39.461.543;-92.228.715
65264;MO;Martinsburg;3.909.675;-9.166.463
65265;MO;Mexico;39.171.233;-91.889.473
65270;MO;Moberly;39.420.239;-92.435.793
65274;MO;New Franklin;39.020.042;-92.738.601
65275;MO;Paris;39.493.219;-92.011.323
65276;MO;Pilot Grove;38.871.168;-92.930.461
65279;MO;Rocheport;38.975.578;-92.507.854
65280;MO;Rush Hill;39.193.163;-91.688.825
65281;MO;Salisbury;39.431.853;-9.280.144
65282;MO;Santa Fe;39.398.929;-91.829.377
65283;MO;Stoutsville;39.559.425;-91.829.661
65284;MO;Sturgeon;39.205.705;-92.295.264
65285;MO;Thompson;3.920.258;-92.025.945
65286;MO;Triplett;39.501.098;-93.192.771
65287;MO;Wooldridge;38.919.475;-92.582.584
65301;MO;Sedalia;38.696.076;-93.232.268
65305;MO;Whiteman Afb;38.731.683;-93.572.514
65321;MO;Blackburn;39.098.776;-93.428.124
65322;MO;Blackwater;38.972.659;-92.968.291
65323;MO;Calhoun;38.485.842;-93.645.929
65324;MO;Climax Springs;38.139.586;-9.295.371
65325;MO;Cole Camp;38.453.124;-93.191.529
65326;MO;Edwards;38.190.564;-93.147.104
65329;MO;Florence;38.610.056;-92.998.606
65330;MO;Gilliam;39.244.708;-92.993.222
65332;MO;Green Ridge;38.618.983;-93.437.395
65333;MO;Houstonia;38.910.581;-93.332.531
65334;MO;Hughesville;3.884.944;-93.215.895
65335;MO;Ionia;38.501.887;-93.322.358
65336;MO;Knob Noster;38.746.932;-93.556.422
65337;MO;La Monte;38.775.256;-93.431.266
65338;MO;Lincoln;38.407.271;-933.668
65339;MO;Grand Pass;39.195.108;-93.381.325
65340;MO;Napton;3.910.983;-93.196.017
65344;MO;Miami;39.282.095;-9.319.678
65345;MO;Mora;38.520.726;-93.227.232
65347;MO;Nelson;39.010.447;-93.031.102
65348;MO;Otterville;3.871.607;-93.010.819
65349;MO;Slater;39.216.273;-93.054.674
65350;MO;Smithton;38.649.973;-93.108.072
65351;MO;Sweet Springs;38.965.953;-93.424.683
65354;MO;Syracuse;38.637.423;-92.882.265
65355;MO;Warsaw;38.250.186;-93.337.279
65360;MO;Windsor;3.852.719;-93.526.864
65401;MO;Rolla;37.948.527;-91.760.348
65433;MO;Bendavis;37.246.803;-92.228.174
65436;MO;Beulah;37.644.469;-91.878.714
65438;MO;Birch Tree;36.947.589;-9.150.082
65439;MO;Bixby;37.672.244;-91.083.461
65440;MO;Boss;37.637.282;-91.210.905
65441;MO;Bourbon;38.172.039;-9.122.254
65443;MO;Brinktown;38.067.282;-92.123.106
65444;MO;Bucyrus;37.397.197;-92.046.536
65446;MO;Cherryville;37.806.601;-91.234.807
65449;MO;Cook Station;37.855.234;-91.461.631
65451;MO;65451;377.904;-91.001.597
65452;MO;Crocker;37.944.611;-92.269.998
65453;MO;Cuba;38.092.553;-9.140.814
65456;MO;Davisville;37.792.596;-91.132.872
65457;MO;Devils Elbow;3.785.026;-92.085.693
65459;MO;Dixon;37.984.766;-92.089.662
65461;MO;Duke;37.655.001;-91.993.063
65462;MO;Edgar Springs;37.736.505;-91.890.579
65463;MO;Eldridge;3.783.456;-92.738.202
65464;MO;Elk Creek;37.217.087;-91.998.812
65466;MO;Eminence;37.162.556;-91.451.933
65468;MO;Eunice;37.212.277;-91.723.191
65470;MO;Falcon;37.606.099;-92.346.562
65473;MO;Fort Leonard Woo;37.759.856;-92.126.345
65479;MO;Hartshorn;37.284.306;-91.683.418
65483;MO;Houston;37.321.829;-91.952.982
65484;MO;Huggins;37.266.224;-92.148.605
65486;MO;Iberia;38.121.926;-92.298.897
65501;MO;Jadwin;37.473.619;-91.515.887
65529;MO;Jerome;3.792.543;-9.199.057
65534;MO;Laquey;37.749.378;-92.337.901
65535;MO;Leasburg;38.081.054;-912.488
65536;MO;Lebanon;37.685.049;-92.655.029
65540;MO;Anutt;37.743.731;-91.715.862
65541;MO;Lenox;37.640.757;-91.727.735
65542;MO;Licking;37.509.082;-91.855.585
65543;MO;Lynchburg;37.505.357;-92.320.196
65548;MO;Mountain View;36.989.197;-91.709.937
65550;MO;Newburg;37.900.778;-91.880.683
65552;MO;Plato;37.512.231;-92.170.913
65555;MO;Raymondville;37.356.913;-91.813.089
65556;MO;Richland;37.852.752;-92.396.245
65557;MO;Roby;37.496.993;-92.122.188
65559;MO;Saint James;38.005.622;-91.607.565
65560;MO;Salem;37.616.952;-91.525.809
65564;MO;Solo;37.167.052;-91.959.905
65565;MO;Berryman;37.962.998;-91.329.337
65566;MO;Viburnum;37.715.066;-91.128.922
65567;MO;Stoutland;37.869.338;-92.511.373
65570;MO;Success;37.480.533;-92.003.621
65571;MO;Summersville;37.148.352;-9.168.277
65573;MO;Teresita;36.999.728;-91.596.553
65580;MO;Vichy;38.097.958;-9.177.875
65582;MO;Vienna;38.191.926;-91.942.208
65583;MO;Saint Robert;37.817.515;-92.198.944
65586;MO;Wesco;37.873.185;-91.349.028
65588;MO;Winona;37.016.869;-91.312.059
65589;MO;Yukon;37.231.108;-91.824.377
65590;MO;Long Lane;37.580.769;-92.930.853
65591;MO;Montreal;37.985.108;-92.547.031
65601;MO;Aldrich;37.505.667;-93.557.642
65603;MO;Arcola;37.531.254;-93.858.718
65604;MO;Ash Grove;37.315.972;-9.357.813
65605;MO;Jenkins;36.947.661;-9.371.238
65606;MO;Riverton;36.702.543;-91.392.743
65608;MO;Ava;36.940.717;-92.676.544
65609;MO;Bakersfield;3.653.323;-92.150.679
65610;MO;Billings;37.062.841;-93.547.629
65611;MO;Blue Eye;3.654.321;-93.429.944
65612;MO;Bois D Arc;37.221.417;-93.544.722
65613;MO;Bolivar;37.608.502;-93.412.631
65614;MO;Bradleyville;36.765.908;-92.915.116
65616;MO;Marvel Cave Park;36.655.755;-93.243.789
65617;MO;Brighton;37.472.807;-93.360.279
65618;MO;Brixey;36.758.966;-92.402.645
65619;MO;Brookline Statio;37.127.184;-93.383.467
65620;MO;Bruner;36.999.002;-92.969.241
65622;MO;Buffalo;37.549.842;-93.104.228
65623;MO;Butterfield;36.745.066;-93.912.609
65624;MO;Cape Fair;36.693.776;-93.524.255
65625;MO;Cassville;36.678.386;-9.384.667
65626;MO;Caulfield;3.660.353;-92.067.773
65627;MO;Cedarcreek;36.571.013;-93.017.239
65629;MO;Chadwick;36.922.041;-93.045.082
65630;MO;Chestnutridge;36.835.283;-93.101.217
65631;MO;Clever;37.034.796;-9.344.747
65632;MO;Conway;37.508.472;-927.891
65633;MO;Crane;36.925.771;-93.530.339
65634;MO;Cross Timbers;38.023.873;-9.319.781
65635;MO;Dadeville;37.510.458;-93.695.562
65637;MO;Dora;36.756.009;-92.237.796
65638;MO;Drury;3.693.193;-92.366.396
65640;MO;Dunnegan;37.703.137;-93.521.605
65641;MO;Eagle Rock;36.548.035;-93.733.609
65644;MO;Elkland;37.433.591;-93.020.983
65646;MO;Everton;37.235.428;-93.689.434
65647;MO;Exeter;36.681.498;-93.970.209
65648;MO;Fair Grove;37.372.143;-93.142.824
65649;MO;Fair Play;37.633.496;-93.606.355
65650;MO;Flemington;37.780.268;-93.447.131
65652;MO;Fordland;3.714.474;-92.911.148
65653;MO;Forsyth;3.669.548;-93.114.968
65654;MO;Freistatt;37.017.563;-93.896.144
65655;MO;Gainesville;36.590.101;-92.416.151
65656;MO;Galena;36.819.835;-9.348.113
65657;MO;Garrison;36.860.997;-929.985
65658;MO;Golden;36.562.486;-93.622.988
65659;MO;Goodson;37.707.534;-93.237.528
65660;MO;Graff;37.326.214;-92.264.726
65661;MO;Greenfield;37.419.662;-93.840.689
65662;MO;Grovespring;37.494.667;-92.600.141
65663;MO;Half Way;37.601.795;-93.241.989
65666;MO;Hardenville;36.592.625;-92.367.766
65667;MO;Hartville;37.273.453;-92.518.058
65668;MO;Hermitage;37.896.853;-93.297.902
65669;MO;Highlandville;3.694.077;-9.326.802
65672;MO;Hollister;36.610.727;-93.228.585
65674;MO;Humansville;37.792.282;-93.579.531
65675;MO;Hurley;36.925.425;-93.476.803
65676;MO;Isabella;36.574.924;-92.605.277
65679;MO;Kirbyville;36.642.615;-93.168.256
65680;MO;Kissee Mills;36.670.446;-93.037.733
65681;MO;Lampe;36.576.725;-93.451.602
65682;MO;Lockwood;37.386.605;-9.386.715
65685;MO;Louisburg;37.682.843;-93.100.699
65686;MO;Kimberling City;3.663.928;-9.343.721
65688;MO;Brandsville;36.584.925;-91.735.536
65689;MO;Cabool;37.131.366;-92.114.409
65690;MO;Couch;36.565.268;-91.330.991
65692;MO;Koshkonong;36.605.553;-91.630.411
65701;MO;Mc Clurg;36.751.465;-92.818.018
65702;MO;Macomb;37.104.947;-9.248.207
65704;MO;Mansfield;371.273;-92.593.553
65705;MO;Marionville;37.000.906;-93.641.345
65706;MO;Marshfield;37.331.178;-92.925.033
65707;MO;Miller;37.222.454;-93.842.188
65708;MO;Monett;36.921.242;-93.925.766
65710;MO;Morrisville;37.468.588;-93.427.486
65711;MO;Mountain Grove;37.162.638;-92.283.893
65712;MO;Mount Vernon;37.104.466;-93.797.632
65713;MO;Niangua;37.398.537;-92.776.337
65714;MO;Nixa;37.051.154;-93.297.176
65715;MO;Noble;36.744.052;-9.257.686
65717;MO;Norwood;37.068.696;-92.408.209
65720;MO;Oldfield;36.970.416;-93.032.526
65721;MO;Ozark;37.016.926;-93.202.211
65722;MO;Phillipsburg;37.583.177;-92.741.631
65723;MO;Pierce City;36.972.992;-9.400.241
65724;MO;Pittsburg;378.442;-93.335.615
65725;MO;Pleasant Hope;374.615;-93.261.733
65727;MO;Polk;37.752.928;-93.294.065
65728;MO;Ponce De Leon;3.689.054;-93.367.055
65729;MO;Pontiac;36.524.804;-92.561.221
65730;MO;Powell;36.556.252;-94.167.541
65731;MO;Powersite;36.630.656;-93.090.015
65732;MO;Preston;37.939.025;-93.171.295
65733;MO;Protem;36.546.336;-92.829.689
65734;MO;Purdy;36.806.917;-93.916.376
65735;MO;Quincy;38.002.925;-93.471.281
65737;MO;Branson West;36.694.658;-93.372.182
65738;MO;Republic;37.123.017;-93.480.041
65739;MO;Ridgedale;36.524.662;-93.277.808
65740;MO;Rockaway Beach;36.713.686;-93.171.535
65742;MO;Rogersville;37.131.047;-93.096.449
65744;MO;Rueter;36.631.415;-92.918.792
65745;MO;Seligman;36.527.593;-93.935.851
65746;MO;Seymour;37.166.726;-92.785.659
65747;MO;Shell Knob;36.616.672;-93.624.855
65751;MO;65751;36.735.365;-92.503.184
65752;MO;South Greenfield;37.374.256;-93.844.482
65753;MO;Sparta;36.977.524;-93.106.483
65754;MO;Spokane;36.863.639;-93.275.447
65755;MO;Squires;36.850.406;-92.584.443
65756;MO;Stotts City;37.103.148;-93.954.329
65757;MO;Strafford;37.279.718;-9.310.663
65758;MO;Sycamore;3.667.179;-92.354.355
65759;MO;Taneyville;36.740.497;-93.027.951
65760;MO;Tecumseh;3.658.751;-92.259.782
65761;MO;Dugginsville;36.569.019;-92.701.861
65762;MO;Nottinghill;36.707.546;-92.657.789
65764;MO;Tunas;37.839.196;-92.980.788
65766;MO;Udall;36.525.291;-9.223.345
65767;MO;Urbana;3.785.233;-93.150.972
65768;MO;Vanzant;36.977.829;-92.210.068
65769;MO;Verona;36.936.964;-93.800.505
65770;MO;Walnut Grove;37.394.253;-93.504.356
65771;MO;Walnut Shade;36.770.395;-93.214.824
65772;MO;Washburn;36.580.703;-93.991.974
65773;MO;Souder;36.782.631;-9.258.991
65774;MO;Weaubleau;37.880.393;-93.534.355
65775;MO;West Plains;36.728.418;-91.871.681
65776;MO;South Fork;36.629.312;-91.912.484
65777;MO;Moody;36.533.018;-91.989.756
65778;MO;Myrtle;36.521.697;-91.270.584
65779;MO;Wheatland;37.910.283;-93.398.129
65781;MO;Willard;37.296.153;-93.425.861
65783;MO;Windyville;37.718.209;-92.937.891
65784;MO;Zanoni;36.692.518;-92.304.677
65785;MO;Stockton;3.772.408;-93.796.013
65786;MO;Macks Creek;37.961.563;-92.960.349
65787;MO;Roach;38.008.825;-92.807.456
65788;MO;Peace Valley;36.837.974;-91.769.598
65789;MO;Pomona;3.684.409;-91.913.668
65790;MO;Pottersville;36.706.822;-92.044.044
65791;MO;Thayer;36.532.714;-91.541.803
65793;MO;Willow Springs;36.995.812;-91.940.545
65802;MO;Springfield;37.211.663;-9.329.903
65803;MO;Springfield;37.259.327;-93.291.232
65804;MO;Springfield;37.165.361;-93.252.154
